INBO AnCat with MiDT partial loop injection;PB;Sample;1;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;2;1;20;10;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;2;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;3;1;20;10;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;3;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;4;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;RF;Sample;5;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;6;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;7;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;8;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;9;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;10;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;11;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;12;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;13;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;14;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;15;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;16;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;17;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;18;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;19;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;20;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;21;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;22;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;23;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;24;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;SP;Sample;25;1;20;1;1;;;;;1;3;1
INBO AnCat with MiDT partial loop injection;PB;Sample;26;1;20;1;1;;;;;1;3;1
