"product";"referentie";"analyse";"component";"ref_x_huidig";"ref_sd_huidig";"x_huidig";"sd_huidig";"n_laatst";"x_laatst";"sd_laatst";"n_tot";"n_set1";"n_set2";"x_set1";"x_set2";"sd_set1";"sd_set2";"t_test_p";"var_test_p";"significant";"is_pbl";"qc_chart";"x_voorstel";"sd_voorstel";"lcl_voorstel";"ucl_voorstel"
"QC_VAST";"HWC_HOOG_MRF";"C_HWC_V";"HWC.OC.DS";"1000,0000";NA;"1288,730000";"136,4800000";"2";"1,44813870940000e+03";"8,17890867952835e+01";"4";"2";"2";"1,50593569040000e+03";"1,44813870940000e+03";"2,96131131211365e+01";"8,17890867952835e+01";NA;NA;"NANA";"0";"T";"1288,73000000000002";"136,4799999999999898";"879,29000000000008";"1698,17000000000007"
"QC_VAST";"HWC_LAAG_MRF";"C_HWC_V";"HWC.OC.DS";"250,0000";NA;"337,470000";"14,2000000";"2";"3,60225629365000e+02";"2,13069569913023e+01";"4";"2";"2";"3,67512436375000e+02";"3,60225629365000e+02";"1,39159817326150e+00";"2,13069569913023e+01";NA;NA;"NANA";"0";"T";"337,47000000000003";"14,1999999999999993";"294,87000000000000";"380,07000000000005"
"QC_VAST";"HWC_PBL";"C_HWC_V";"HWC.OC.DS";"0,0000";NA;"0,000000";"25,0000000";"2";"2,08225000000000e+01";"8,52417224720383e+00";"4";"2";"2";"2,38210094220000e+01";"2,08225000000000e+01";"5,88817688611810e+00";"8,52417224720383e+00";NA;NA;"NANA";"1";"T";"0,00000000000000";"25,0000000000000000";"-50,00000000000000";"50,00000000000000"
"QC_VAST";"ALG_FSCC4B_MRF";"C_N_ANAL_V";"T.C.DS";"6,5000";NA;"6,280000";"0,1300000";"36";"6,32366612453333e+00";"6,70132608760458e-02";"56";"28";"28";"6,28545577272857e+00";"6,31581040180000e+00";"7,65320812243678e-02";"6,69302181466890e-02";"1,20089436179939e-01";"4,90725806252178e-01";"__";"0";"T";"6,28000000000000";"0,1300000000000000";"5,89000000000000";"6,67000000000000"
"QC_VAST";"ALG_FSCC6A_MRF";"C_N_ANAL_V";"T.C.DS";"43,0000";NA;"42,780000";"0,5400000";"43";"4,29477783577907e+01";"6,18416279826996e-01";"63";"31";"32";"4,27225420246452e+01";"4,28795027024375e+01";"6,07844699557884e-01";"6,08059629927484e-01";"3,09653134820854e-01";"9,99958283469159e-01";"__";"0";"T";"42,78000000000000";"0,5400000000000000";"41,16000000000000";"44,40000000000000"
"QC_VAST";"ALG_FSCC6D_MRF";"C_N_ANAL_V";"T.C.DS";"466,0000";NA;"466,000000";"11,1600000";"9";"4,60037896556667e+02";"6,34627821671198e+00";"13";"6";"7";"4,56328511375000e+02";"4,58045994518571e+02";"1,11641577222097e+01";"5,08415052640417e+00";NA;NA;"NANA";"0";"T";"466,00000000000000";"11,1600000000000001";"432,51999999999998";"499,48000000000002"
"QC_VAST";"ALG_ISE839_MRF";"C_N_ANAL_V";"T.C.DS";"35,7000";"1,280e+00";"35,700000";"0,5100000";"9";"3,61857400760000e+01";"2,59071908258345e-01";"9";"4";"5";"3,61817445042500e+01";"3,61889365334000e+01";"2,84802631426016e-01";"2,70875186900456e-01";NA;NA;"NANA";"0";"T";"35,70000000000000";"0,5100000000000000";"34,17000000000000";"37,23000000000000"
"QC_VAST";"ALG_ISE861_MRF";"C_N_ANAL_V";"T.C.DS";"53,8000";"1,080e+00";"52,320000";"0,5100000";"37";"5,23226683905676e+01";"5,39253258574019e-01";"57";"28";"29";"5,22690400242857e+01";"5,22525374498276e+01";"5,09578976355038e-01";"5,25838943589139e-01";"9,04660511200740e-01";"8,72226876980020e-01";"__";"0";"T";"52,32000000000000";"0,5100000000000000";"50,79000000000000";"53,85000000000000"
"QC_VAST";"ALG_MAPLEA_MRF";"C_N_ANAL_V";"T.C.DS";"483,0000";"1,514e+01";"485,280000";"6,9500000";"6";"4,76075016948333e+02";"3,17881503843770e+00";"11";"5";"6";"4,77838978578000e+02";"4,76075016948333e+02";"7,08627444331704e+00";"3,17881503843770e+00";NA;NA;"NANA";"0";"T";"485,27999999999997";"6,9500000000000002";"464,42999999999995";"506,13000000000000"
"QC_VAST";"CN_GLY_HOOG_RF";"C_N_ANAL_V";"T.C.DS";"320,0000";NA;"318,570000";"3,8400000";"76";"3,21043815789474e+02";"3,43255239031842e+00";"117";"58";"59";"3,19843793103448e+02";"3,20504237288136e+02";"4,10414203594121e+00";"3,38035511468015e+00";"3,44577838887938e-01";"1,43794795851784e-01";"__";"0";"T";"318,56999999999999";"3,8399999999999999";"307,05000000000001";"330,08999999999997"
